BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201503,4,1500,201503,5,200,92487,554139,INDIANA,18,2015,March,Heavy Snow,Z,92,CLARK,LMK,3/4/2015 15:00,EST-5,3/5/2015 2:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.","Nine inches of snow was measured at Solon, which lies along the Ohio River.",CSV
201503,4,1600,201503,5,200,92487,554140,INDIANA,18,2015,March,Heavy Snow,Z,91,FLOYD,LMK,3/4/2015 16:00,EST-5,3/5/2015 2:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.",A spotter measured 9 inches of snow in Greenville.,CSV
201503,1,200,201503,1,1700,93863,564243,INDIANA,18,2015,March,Winter Weather,Z,73,RIPLEY,ILN,3/1/2015 2:00,EST-5,3/1/2015 17:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,A warm front lifted northeast through the region during the early morning hours. Heavy snow fell from Brookville northward with a mix of rain and snow significantly cutting totals south of the I-74 corridor.,"The observer north of Batesville measured 2.2 inches of snow. The observer 4 miles northeast of Osgood measured 2 inches, while the observer 4 miles south-southwest of Batesville measured 1.5 inches.",CSV
201503,1,200,201503,1,1700,93863,564244,INDIANA,18,2015,March,Winter Weather,Z,74,DEARBORN,ILN,3/1/2015 2:00,EST-5,3/1/2015 17:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,A warm front lifted northeast through the region during the early morning hours. Heavy snow fell from Brookville northward with a mix of rain and snow significantly cutting totals south of the I-74 corridor.,"The observer north of Bright measured 1.5 inches of snow, as did the observer 4 miles west of Aurora. The observer 3 miles west-northwest of Lawrenceburg measured 1.3 inches of snow.",CSV
201503,1,200,201503,1,1700,93863,564245,INDIANA,18,2015,March,Winter Weather,Z,75,OHIO,ILN,3/1/2015 2:00,EST-5,3/1/2015 17:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,A warm front lifted northeast through the region during the early morning hours. Heavy snow fell from Brookville northward with a mix of rain and snow significantly cutting totals south of the I-74 corridor.,The observer 4 miles south-southeast of Aurora measured a half inch of snow.,CSV
201502,1,0,201502,2,400,91963,551064,INDIANA,18,2015,February,Heavy Snow,Z,4,ST. JOSEPH,IWX,2/1/2015 0:00,EST-5,2/2/2015 4:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 13 and 16 inches. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,400,91963,551065,INDIANA,18,2015,February,Heavy Snow,Z,5,ELKHART,IWX,2/1/2015 0:00,EST-5,2/2/2015 4:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 14 and 17 inches. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,400,91963,551066,INDIANA,18,2015,February,Heavy Snow,Z,12,STARKE,IWX,2/1/2015 0:00,EST-5,2/2/2015 4:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 12 and 16 inches. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201503,4,1500,201503,5,0,92487,554137,INDIANA,18,2015,March,Heavy Snow,Z,84,CRAWFORD,LMK,3/4/2015 15:00,EST-5,3/5/2015 0:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.",A spotter measured 9 inches of snow in English. 9 inches of snow also fell at Marengo.,CSV
201503,8,2320,201503,22,250,93950,564872,INDIANA,18,2015,March,Flood,C,123,PERRY,LMK,3/8/2015 23:20,EST-5,3/22/2015 2:50,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,,,,,,,,,,,"Following the heavy snow, heavy rain and subsequent snow melt of March 4-5, additional rainfall March 7 - 11 continued minor river flooding across southern Indiana. This resulted in the Ohio River to rise above flood stage.",Heavy rainfall during the previous 2 to 3 weeks brought the Ohio River at Cannelton Lock and Dam into flood. The river crested at 47.33 feet during the morning hours of March 17th.,CSV
201503,1,0,201503,1,1500,94440,568369,INDIANA,18,2015,March,Heavy Snow,Z,30,CLINTON,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:00 PM EST on February 28th. Snowfall amounts of 8 to 10 inches were reported in and near the Frankfort area before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,1,0,201503,1,1500,94440,568370,INDIANA,18,2015,March,Heavy Snow,Z,37,BOONE,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:00 PM EST on February 28th. Snowfall amounts of 5.5 to 8 inches were reported across a few locations in Boone county before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,4,1000,201503,4,2200,93326,560317,INDIANA,18,2015,March,Winter Storm,Z,81,GIBSON,PAH,3/4/2015 10:00,CST-6,3/4/2015 22:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A winter storm produced 4 to 9 inches of snow across southwest Indiana. Snowfall amounts generally increased from north to south, ranging from about 5 inches along the White River to 8 or 9 inches along the Ohio River. Rain gradually changed over to snow during the late morning and afternoon. A few hours of sleet and freezing rain occurred during the transition from rain to snow. Roads quickly became very slick and hazardous. Up to one-half inch of sleet accumulated, followed by snow. The snow fell heavily during the evening, accumulating at the rate of one-and-one-half inches per hour and reducing visibility below one-half mile. Specific snowfall reports included: 8.5 inches at Rockport (Spencer County), 8 inches at Mount Vernon (Posey County) and at Evansville, 7.5 inches at Chrisney (Spencer County), and 7 inches at Petersburg (Pike County). Four inches was reported at Francisco (Gibson County). North winds gusted up to 25 mph, causing some drifting of the snow. In Posey County, Interstate 64 eastbound was shut down after an accident involving a snow plow and a semi. Schools were closed for the remainder of the week in most counties. The 8.5 inches of snow at Evansville was the fourth biggest March snowstorm on record at that location. The March record was set in 1960, when 10.9 inches fell early in the month. Some of the coldest air ever recorded in the month of March invaded southwest Indiana the day after the snowstorm, hampering snow removal efforts. The low temperature was zero at Evansville on March 6. This was only the fifth time a temperature of zero or below had been recorded in the month of March. In the wake of a strong cold front that passed through on the night of the 3rd, an arctic high pressure center moved southeast into the central Plains. A deep 500 mb trough progressed slowly eastward from the Rockies across the Plains. This trough was responsible for a sustained period of moist southwest flow aloft. The relatively moist air overrunning cold air near the surface set the stage for widespread moderate to heavy snow.",,CSV
201503,13,1500,201503,25,1500,93704,563094,INDIANA,18,2015,March,Flood,C,129,POSEY,PAH,3/13/2015 15:00,CST-6,3/25/2015 15:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,,,,,,0,N,NEW HARMONY,2,SW,NEW HARMONY,38.13,-87.93,38.1118,-87.9483,"Minor to moderate flooding occurred along the Lower Wabash River and its tributaries. A heavy rainfall event on March 3 was followed by a winter storm on March 4 into early March 5. Two more heavy rainfall events occurred in quick succession. These events were on the 9th and 10th, and on the 13th and 14th. The combined effect of all these rain and snow events was a rather extended flooding event in the Wabash River basin. Since the precipitation was spread out over a 10-day period, the magnitude of the flooding was generally minor to moderate instead of major.","Minor flooding occurred on the Wabash River. At the New Harmony river gage, the river crested at 18.34 feet on the 20th. Flood stage is 15 feet. There was minor flooding of low-lying fields and bottomlands.",CSV
201503,1,0,201503,1,1500,94440,568371,INDIANA,18,2015,March,Heavy Snow,Z,46,HENDRICKS,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:00 PM EST on February 28th. Snowfall amounts of 7 to 9 inches were reported across a few locations in Hendricks county before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,1,0,201503,1,1500,94440,568373,INDIANA,18,2015,March,Heavy Snow,Z,54,MORGAN,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:00 PM EST on February 28th. Snowfall amounts of 7 to 9.5 inches were reported across a few locations in Morgan county before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,6,1030,201503,26,930,93642,562553,INDIANA,18,2015,March,Flood,C,173,WARRICK,PAH,3/6/2015 10:30,CST-6,3/26/2015 9:30,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,,,,,,0,N,NEWBURGH,1,SSE,NEWBURGH,37.95,-87.42,37.942,-87.4175,"Moderate flooding occurred along most of the Ohio River, with pockets of only minor flooding. A heavy rainfall event on March 3 was followed by a major winter storm on March 4 into early March 5. Two more heavy rainfall events occurred in quick succession. On the 9th and 10th, one to two inches of rain fell, followed by two to four more inches on the 13th and 14th. The combined effect of all these rain and snow events was a prolonged flooding event on the Ohio River. Since the precipitation was spread out over a 10-day period, the magnitude of the flooding was generally moderate instead of major.","Moderate flooding occurred on the Ohio River. At the Newburgh river gage, the river crested at 48.07 feet on the 17th. Flood stage is 38 feet. Floodwaters approached or covered Indiana Route 66 about one mile downriver from the Newburgh dam. Highway 662 was flooded near the old lock and dam. Some low-lying agricultural land was flooded. The crest of 48.07 feet was the tenth highest on record for Newburgh, and it was a foot below the April, 2011 flood crest.",CSV
201503,10,530,201503,23,2100,93642,562554,INDIANA,18,2015,March,Flood,C,163,VANDERBURGH,PAH,3/10/2015 5:30,CST-6,3/23/2015 21:00,1,0,1,0,50.00K,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,,,,,,5,S,SMYTHE,1,SSW,HOWELL,37.928,-87.4745,37.9523,-87.6421,"Moderate flooding occurred along most of the Ohio River, with pockets of only minor flooding. A heavy rainfall event on March 3 was followed by a major winter storm on March 4 into early March 5. Two more heavy rainfall events occurred in quick succession. On the 9th and 10th, one to two inches of rain fell, followed by two to four more inches on the 13th and 14th. The combined effect of all these rain and snow events was a prolonged flooding event on the Ohio River. Since the precipitation was spread out over a 10-day period, the magnitude of the flooding was generally moderate instead of major.","Minor flooding occurred on the Ohio River. At the Evansville river gage, the river crested at 45.21 feet on the 18th. Flood stage is 42 feet. About 20 secondary roads were flooded in bottomland areas near the river. They were mostly farm roads flooded near the river, outside the Evansville city limits. Most of the flooded roads were south of Interstate 164 in the southeast part of the county and in lowland areas in the southwest part of the county. One motorist drowned after disregarding barricades and driving down a flooded road. A passenger in the vehicle was able to roll down a window and escape from the pickup truck. A police officer arrived, threw a rope to the passenger, and pulled her to safety. The driver of the truck was located underwater by the dive team of the Evansville Fire Department. CPR was administered to the driver, who was rushed to a local hospital. The passenger was treated and released from the hospital. The driver died at the hospital. The estimated water level at the scene of the drowning was estimated to be at least 6 or 7 feet. Floodwaters backed up into Pigeon Creek, forcing that creek well out of its banks. The crest of 45.21 feet was about a foot-and-a-half below the crest of the April, 2011 flood.",CSV
201502,1,0,201502,2,400,91963,551067,INDIANA,18,2015,February,Heavy Snow,Z,14,MARSHALL,IWX,2/1/2015 0:00,EST-5,2/2/2015 4:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 13 and 16 inches. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,400,91963,551068,INDIANA,18,2015,February,Heavy Snow,Z,16,KOSCIUSKO,IWX,2/1/2015 0:00,EST-5,2/2/2015 4:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 11 and 16 inches, heaviest along and north of US 30. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201502,1,0,201502,2,500,91963,551069,INDIANA,18,2015,February,Heavy Snow,Z,8,NOBLE,IWX,2/1/2015 0:00,EST-5,2/2/2015 5:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,"Deepening low pressure tracking east through the northern Ohio Valley brought a prolonged period of moderate to heavy snow to the region February 1st into early February 2nd. Snowfall totals generally ranged between 12 and 17 inches north of the US 24 corridor, with lesser amounts to the south as rain mixed in.","Light snow developed during the late evening hours of January 31st and became heavy at times February 1st into early February 2nd. Total snow accumulations across the county generally ranged between 11 and 16 inches, heaviest across northern portions of the county. Wind gusts of 20 to 30 mph, combined with the falling snow, created reduced visibilities and blowing snow. Numerous events were cancelled across the region, along with reports of slide-offs and accidents due to snow covered and slick roads. There were also reports of road closures in rural areas as unplowed roads became impassible. The heavy, wet, nature of the snow also led to sporadic power outages.",CSV
201503,4,1500,201503,5,300,92487,554141,INDIANA,18,2015,March,Heavy Snow,Z,90,HARRISON,LMK,3/4/2015 15:00,EST-5,3/5/2015 3:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.",Seven inches of snow was measured in Corydon.  Up to 10 inches fell across the southern portions of the county.,CSV
201503,4,1400,201503,4,2300,92487,554143,INDIANA,18,2015,March,Heavy Snow,Z,76,ORANGE,LMK,3/4/2015 14:00,EST-5,3/4/2015 23:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.",Around 7 inches of snow fell near Paoli.,CSV
201503,1,0,201503,1,1500,94440,568378,INDIANA,18,2015,March,Heavy Snow,Z,47,MARION,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:00 PM EST on February 28th. Snowfall amounts of 7 to 12.5 inches were reported from in and around the Indianapolis area before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,1,0,201503,1,1500,94440,568399,INDIANA,18,2015,March,Heavy Snow,Z,42,RANDOLPH,IND,3/1/2015 0:00,EST-5,3/1/2015 15:00,0,0,0,0,,,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,"An area of low pressure brought snow to central Indiana, starting the evening of February 28th and continuing into March 1st. Parts of central Indiana received up to 11 to 12.5 inches of snow during the event. The 11 inches of snow on the ground at Indianapolis on March 1st was the most snow on the ground so late in the year since February 29th, 1984, which also had 11 inches. Some counties north of the warned area accumulated 6 inches of snow after 12 hours.",Snowfall began around 7:30 PM EST on February 28th. Snowfall amounts of 5.5 to 8 inches were reported from across Randolph county before ending around 3:00 PM EST on March 1st.  No other impacts were reported.,CSV
201503,7,1600,201503,28,300,93642,562556,INDIANA,18,2015,March,Flood,C,129,POSEY,PAH,3/7/2015 16:00,CST-6,3/28/2015 3:00,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,,,,,,0,N,MT VERNON,1,SW,MT VERNON,37.93,-87.9,37.925,-87.9092,"Moderate flooding occurred along most of the Ohio River, with pockets of only minor flooding. A heavy rainfall event on March 3 was followed by a major winter storm on March 4 into early March 5. Two more heavy rainfall events occurred in quick succession. On the 9th and 10th, one to two inches of rain fell, followed by two to four more inches on the 13th and 14th. The combined effect of all these rain and snow events was a prolonged flooding event on the Ohio River. Since the precipitation was spread out over a 10-day period, the magnitude of the flooding was generally moderate instead of major.","Moderate flooding occurred on the Ohio River. At the Mount Vernon river gage, the river crested at 46.40 feet on the 19th. Flood stage is 35 feet. Large portions of Point Township in Posey County were flooded. Farmland and some main roads were flooded in places southwest and west of Mt. Vernon. Spring planting was not yet underway, so crop losses were negligible.",CSV
201503,4,1500,201503,5,0,92487,554144,INDIANA,18,2015,March,Heavy Snow,Z,79,JEFFERSON,LMK,3/4/2015 15:00,EST-5,3/5/2015 0:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,"An intense storm system brought flooding rains to southern Indiana, followed quickly by very heavy snow. The upper level pattern featured a positively tilted upper low across the desert southwest on the 3nd of March. A tight baroclinic zone stretched northeastward through southern Indiana. Strong southwesterly flow at lower levels brought rich moisture along this nearly stationary boundary. Initially, during the evening hours on the 3nd, rain developed along this boundary and gradually overspread all of southern Indiana and central Kentucky. Steady rain continued through the late afternoon on the 4th. One to two inches of rain fell across southern Indiana before precipitation changed into snow during the mid afternoon hours. Minor areal flooding developed across southern Indiana with several roads and low water crossings closed. ||Rain quickly changed to snow as a cold front moved south into Kentucky. Heavy snow fell from mid afternoon on the 4th through the early morning hours of the next day. Snowfall amounts ranged from around 5 inches in northern sections of Dubois, Orange, and Jefferson Counties to just under one foot along the Ohio River southwest of Louisville. This snow fell at a very fast rate, with very low visibilities.",A range of 4 to 7 inches fell across Jefferson County.,CSV
201504,8,1006,201504,8,1008,93572,562021,INDIANA,18,2015,April,Hail,C,155,SWITZERLAND,ILN,4/8/2015 10:06,EST-5,4/8/2015 10:08,0,0,0,0,0.00K,0.00K,Broadcast Media,1,,,,,,,,,,,0,N,PLEASANT,0,N,PLEASANT,38.87,-85.18,38.87,-85.18,A fast moving MCS moved through the Ohio Valley during the morning of April 8th.,,CSV
201504,8,1016,201504,8,1017,93572,562024,INDIANA,18,2015,April,Hail,C,155,SWITZERLAND,ILN,4/8/2015 10:16,EST-5,4/8/2015 10:17,0,0,0,0,0.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,1,W,ALLENSVILLE,1,W,ALLENSVILLE,38.88,-85.04,38.88,-85.04,A fast moving MCS moved through the Ohio Valley during the morning of April 8th.,,CSV
201504,8,900,201504,8,903,93572,562025,INDIANA,18,2015,April,Thunderstorm Wind,C,177,WAYNE,ILN,4/8/2015 9:00,EST-5,4/8/2015 9:03,0,0,0,0,2.00K,0.00K,Public,50,EG,,,,,,,,,,1,E,RICHMOND,1,E,RICHMOND,39.83,-84.89,39.83,-84.89,A fast moving MCS moved through the Ohio Valley during the morning of April 8th.,Several trees were downed in the Richmond area.,CSV
